year,month,anomaly,total_uncertainty,uncorrelated_uncertainty,correlated_uncertainty,bias_uncertainty,coverage_uncertainty,lower_bound_95pct_bias_uncertainty_range,upper_bound_95pct_bias_uncertainty_range
1852,3,-0.342244,0.126998,0.033215,0.097391,0.031396,0.067488,-0.401814,-0.288274
1852,4,-0.344323,0.113011,0.033405,0.091940,0.030532,0.047650,-0.406724,-0.298781
1852,5,-0.202688,0.117145,0.030247,0.088006,0.029398,0.064798,-0.259964,-0.154472
1852,6,-0.033111,0.111850,0.029315,0.087829,0.028932,0.055678,-0.083815,0.019373
1852,7,0.046314,0.115646,0.030980,0.088782,0.028426,0.061024,-0.005085,0.096498
1852,8,-0.211697,0.119443,0.031648,0.095954,0.028004,0.057215,-0.267131,-0.166774
1852,9,-0.060734,0.116619,0.032762,0.091223,0.029063,0.057969,-0.121306,-0.020504
1852,10,-0.094941,0.114439,0.031723,0.091934,0.032247,0.050973,-0.162402,-0.051030
1852,11,-0.079608,0.115611,0.030736,0.088015,0.032666,0.060062,-0.146674,-0.032229
1852,12,0.022182,0.119918,0.029839,0.084784,0.030943,0.073104,-0.037500,0.073908
1853,1,-0.188451,0.109602,0.029004,0.085843,0.030050,0.053844,-0.243075,-0.137653
1853,2,-0.166718,0.109548,0.027056,0.077048,0.031034,0.066100,-0.221183,-0.111775
1853,3,-0.050218,0.109022,0.027922,0.080256,0.029716,0.061499,-0.101226,0.002994
1853,4,-0.195799,0.112431,0.028682,0.076788,0.028734,0.071386,-0.248475,-0.147571
1853,5,-0.202895,0.112821,0.027291,0.079005,0.028513,0.070206,-0.255233,-0.155196
1853,6,-0.125915,0.111146,0.026165,0.073441,0.027734,0.074203,-0.173508,-0.076052
1853,7,-0.079171,0.104930,0.027216,0.076751,0.027605,0.060140,-0.128679,-0.031500
1853,8,-0.184452,0.107513,0.026473,0.077108,0.026834,0.064750,-0.232419,-0.138030
1853,9,-0.332897,0.105439,0.027442,0.078649,0.026147,0.059118,-0.385802,-0.297652
1853,10,-0.366032,0.105663,0.027496,0.081368,0.027086,0.055266,-0.421008,-0.328979
1853,11,-0.163479,0.099294,0.028339,0.076886,0.028180,0.048483,-0.220483,-0.125355
1853,12,-0.290964,0.103027,0.027452,0.076412,0.027282,0.057253,-0.343747,-0.250473
1854,1,-0.209939,0.097303,0.026471,0.075586,0.027449,0.047963,-0.260640,-0.161385
1854,2,-0.237905,0.099305,0.026068,0.075197,0.027827,0.052470,-0.291531,-0.191481
1854,3,-0.208524,0.103094,0.025018,0.073132,0.028020,0.062201,-0.262516,-0.161542
1854,4,-0.254072,0.099440,0.026680,0.075257,0.027374,0.052569,-0.304965,-0.206129
1854,5,-0.248304,0.099942,0.026920,0.077010,0.026828,0.051121,-0.295874,-0.199207
1854,6,-0.170372,0.104189,0.025622,0.076921,0.026166,0.059977,-0.212074,-0.118490
1854,7,-0.326171,0.099435,0.026131,0.079721,0.024825,0.047252,-0.373614,-0.284365
1854,8,-0.205299,0.091259,0.023260,0.068500,0.025251,0.049573,-0.254110,-0.163705
1854,9,-0.118616,0.093432,0.024875,0.071221,0.025891,0.048662,-0.171504,-0.080899
1854,10,-0.264679,0.097000,0.023144,0.069446,0.027483,0.057405,-0.320571,-0.224934
1854,11,-0.329174,0.090118,0.023739,0.065599,0.027033,0.050236,-0.384207,-0.289768
1854,12,-0.470491,0.107483,0.023335,0.071319,0.026837,0.072121,-0.523698,-0.428091
1855,1,-0.155495,0.095887,0.022761,0.066335,0.027648,0.059258,-0.209102,-0.110921
1855,2,-0.173777,0.098072,0.021488,0.071287,0.027127,0.057781,-0.224141,-0.125654
1855,3,-0.175002,0.102795,0.023090,0.066823,0.026681,0.069688,-0.225777,-0.129640
1855,4,-0.294509,0.096633,0.021878,0.070547,0.027014,0.056149,-0.344216,-0.246387
1855,5,-0.422822,0.094524,0.022952,0.072769,0.025529,0.049608,-0.468676,-0.376233
1855,6,-0.317739,0.092482,0.022585,0.065933,0.025236,0.055306,-0.361151,-0.270131
1855,7,-0.304574,0.085983,0.021454,0.069856,0.024748,0.037953,-0.345830,-0.257631
1855,8,-0.160014,0.090964,0.018818,0.068876,0.025791,0.050113,-0.205113,-0.111493
1855,9,-0.249608,0.093415,0.021332,0.069373,0.024810,0.053322,-0.298300,-0.210558
1855,10,-0.165192,0.104631,0.019902,0.069663,0.026156,0.070812,-0.217626,-0.126366
1855,11,-0.167371,0.097775,0.021106,0.070986,0.026836,0.057925,-0.219771,-0.124568
1855,12,-0.136128,0.113254,0.021064,0.068783,0.027120,0.083164,-0.189743,-0.094405
1856,1,-0.095588,0.099924,0.019918,0.069870,0.026707,0.063190,-0.148011,-0.054147
1856,2,-0.219397,0.091647,0.019809,0.067369,0.026791,0.052445,-0.269822,-0.173170
1856,3,-0.181406,0.096356,0.020469,0.066343,0.025077,0.061929,-0.227227,-0.135575
1856,4,-0.329408,0.085432,0.019298,0.068198,0.025008,0.040619,-0.374997,-0.284446
1856,5,-0.102588,0.087414,0.019209,0.065654,0.024644,0.048522,-0.145144,-0.054901
1856,6,-0.299528,0.090803,0.020116,0.069455,0.023590,0.049599,-0.340181,-0.254148
1856,7,-0.365906,0.093300,0.019305,0.074277,0.024167,0.047234,-0.406926,-0.318469
1856,8,-0.266683,0.090188,0.019139,0.070252,0.023501,0.047749,-0.309770,-0.224460
1856,9,-0.315676,0.084616,0.019340,0.062649,0.024550,0.047520,-0.364985,-0.278315
1856,10,-0.341203,0.094371,0.019588,0.066793,0.024735,0.058729,-0.390221,-0.303489
1856,11,-0.436714,0.092265,0.019607,0.069232,0.026151,0.051493,-0.488090,-0.395883
1856,12,-0.540449,0.093858,0.019022,0.064502,0.026568,0.059842,-0.592508,-0.499408
1857,1,-0.409574,0.092776,0.019633,0.061141,0.024908,0.062155,-0.456169,-0.369073
1857,2,-0.358984,0.094375,0.018996,0.067722,0.025217,0.057652,-0.405392,-0.316168
1857,3,-0.533898,0.099607,0.019536,0.071127,0.023699,0.062604,-0.579093,-0.495876
1857,4,-0.464066,0.092049,0.019019,0.066525,0.023925,0.055797,-0.505976,-0.419296
1857,5,-0.419569,0.089886,0.018488,0.065869,0.023470,0.053368,-0.460646,-0.375991
1857,6,-0.324964,0.093082,0.019236,0.065718,0.022686,0.058828,-0.363903,-0.281775
1857,7,-0.518332,0.088373,0.019772,0.066425,0.020883,0.050701,-0.555719,-0.481014
1857,8,-0.363145,0.090550,0.018817,0.066365,0.021638,0.054523,-0.403040,-0.326629
1857,9,-0.314532,0.086170,0.019355,0.062119,0.023097,0.051560,-0.359626,-0.277184
1857,10,-0.399979,0.101868,0.017926,0.070944,0.023358,0.066912,-0.446477,-0.361289
1857,11,-0.494828,0.102417,0.020632,0.064838,0.025089,0.072320,-0.543543,-0.453525
1857,12,-0.366097,0.112247,0.019186,0.069743,0.024564,0.082242,-0.413997,-0.325659
1858,1,-0.447239,0.097073,0.018908,0.066855,0.022846,0.063829,-0.488520,-0.407668
1858,2,-0.393348,0.102699,0.020182,0.069900,0.024146,0.068343,-0.437020,-0.352325
1858,3,-0.418213,0.101861,0.019727,0.067724,0.022574,0.069931,-0.458515,-0.378748
1858,4,-0.521786,0.097728,0.021815,0.077332,0.022563,0.050849,-0.559863,-0.478583
1858,5,-0.621253,0.099275,0.022495,0.076284,0.022516,0.054984,-0.657502,-0.576471
1858,6,-0.539968,0.102854,0.021694,0.074141,0.022581,0.064044,-0.576346,-0.495056
1858,7,-0.334149,0.093179,0.021126,0.070713,0.022095,0.052417,-0.366710,-0.288981
1858,8,-0.251555,0.091457,0.020263,0.073455,0.021898,0.045593,-0.288634,-0.209464
1858,9,-0.292321,0.092979,0.021735,0.073554,0.022207,0.047638,-0.332933,-0.255579
1858,10,-0.207808,0.096919,0.022259,0.075784,0.023886,0.050835,-0.252122,-0.168585
1858,11,-0.260271,0.104818,0.021357,0.072520,0.025320,0.068048,-0.308003,-0.216724
1858,12,-0.390525,0.109126,0.020965,0.078276,0.025083,0.068648,-0.437068,-0.348172
1859,1,-0.351352,0.099757,0.020930,0.072374,0.024823,0.060492,-0.397193,-0.309145
1859,2,-0.305569,0.096924,0.022497,0.067351,0.021870,0.062240,-0.344189,-0.265689
1859,3,-0.337757,0.105610,0.021846,0.073285,0.022311,0.069339,-0.376953,-0.296725
1859,4,-0.151808,0.098919,0.022181,0.077918,0.022561,0.052085,-0.191596,-0.111708
1859,5,-0.211427,0.095109,0.022399,0.078413,0.021608,0.043915,-0.247166,-0.168770
1859,6,-0.214699,0.097621,0.022066,0.078253,0.020677,0.049920,-0.247794,-0.173098
1859,7,-0.354465,0.090268,0.023122,0.068763,0.020903,0.049483,-0.388276,-0.312427
1859,8,-0.195366,0.101542,0.020976,0.074331,0.019871,0.062855,-0.230786,-0.161217
1859,9,-0.430313,0.096601,0.023550,0.076821,0.021718,0.049030,-0.471158,-0.391411
1859,10,-0.245794,0.097022,0.022185,0.072625,0.023355,0.055688,-0.289594,-0.204084
1859,11,-0.269384,0.102613,0.023605,0.075619,0.022810,0.061104,-0.311872,-0.230771
1859,12,-0.122337,0.100823,0.022813,0.069194,0.023287,0.065687,-0.165788,-0.082665
1860,1,-0.166565,0.097120,0.022099,0.071780,0.020803,0.057954,-0.200810,-0.126076
1860,2,-0.223074,0.107905,0.024311,0.073924,0.023039,0.071112,-0.263106,-0.182258
1860,3,-0.187806,0.108034,0.025928,0.075844,0.020950,0.069338,-0.223664,-0.149321
1860,4,-0.207152,0.094177,0.023854,0.070952,0.021496,0.052952,-0.242821,-0.165547
1860,5,-0.273768,0.095592,0.023867,0.072743,0.019312,0.053887,-0.303155,-0.233425
1860,6,-0.277290,0.106814,0.024415,0.076339,0.020006,0.067714,-0.311472,-0.240925
1860,7,-0.249880,0.100872,0.024032,0.075368,0.018097,0.059916,-0.281183,-0.217481
1860,8,-0.256359,0.107385,0.023662,0.075956,0.019332,0.069488,-0.289017,-0.220090
1860,9,-0.108974,0.107428,0.024681,0.070844,0.021006,0.073970,-0.147452,-0.071795
1860,10,-0.265116,0.105352,0.023706,0.075278,0.022156,0.066177,-0.305071,-0.227439
1860,11,-0.251565,0.104430,0.023518,0.078050,0.020688,0.061910,-0.289543,-0.213685
1860,12,-0.225950,0.110804,0.026051,0.070871,0.022932,0.077783,-0.268375,-0.184965
1861,1,-0.287524,0.109454,0.025041,0.081164,0.021282,0.065671,-0.324118,-0.248289
1861,2,-0.556985,0.118466,0.024410,0.085700,0.019902,0.075484,-0.590135,-0.520648
1861,3,-0.579124,0.139898,0.029656,0.096782,0.020296,0.094410,-0.611260,-0.539641
1861,4,-0.145431,0.118620,0.030865,0.073551,0.020839,0.085288,-0.179459,-0.106456
1861,5,-0.515700,0.117317,0.034970,0.064992,0.021552,0.088612,-0.550117,-0.474085
1861,6,-0.325306,0.128654,0.031378,0.061202,0.019880,0.106894,-0.358783,-0.289105
1861,7,-0.423803,0.117008,0.026683,0.067441,0.021001,0.089385,-0.458977,-0.385591
1861,8,-0.234982,0.109720,0.026540,0.066024,0.020428,0.080979,-0.269013,-0.198123
1861,9,-0.274719,0.122824,0.028476,0.080090,0.020987,0.086139,-0.311777,-0.233411
1861,10,-0.329897,0.142356,0.027145,0.074381,0.022636,0.116118,-0.369054,-0.288102
1861,11,-0.286093,0.145690,0.027919,0.077941,0.020874,0.118049,-0.322951,-0.245817
1861,12,-0.261895,0.145606,0.026565,0.071667,0.018615,0.122526,-0.295107,-0.226286
1862,1,-0.439423,0.134469,0.028281,0.085469,0.018811,0.098098,-0.469552,-0.401933
1862,2,-0.534437,0.138192,0.029367,0.092532,0.018038,0.096680,-0.563075,-0.494931
1862,3,-0.339291,0.137474,0.030531,0.060838,0.019455,0.117844,-0.371713,-0.302988
1862,4,-0.211420,0.114251,0.030858,0.076932,0.020499,0.075910,-0.243859,-0.167108
1862,5,-0.150114,0.119868,0.027467,0.076055,0.019998,0.086194,-0.182544,-0.111036
1862,6,-0.313481,0.109962,0.025373,0.073033,0.018423,0.075991,-0.344750,-0.279841
1862,7,-0.331448,0.108723,0.027399,0.069421,0.018770,0.076801,-0.364027,-0.295462
1862,8,-0.662576,0.115332,0.024872,0.071848,0.019400,0.084524,-0.696235,-0.624602
1862,9,-0.483618,0.107031,0.026752,0.075008,0.019145,0.068901,-0.516887,-0.444700
1862,10,-0.294852,0.121351,0.028145,0.073855,0.019855,0.089918,-0.329159,-0.257329
1862,11,-0.410293,0.145126,0.030090,0.080592,0.019464,0.115248,-0.443746,-0.373799
1862,12,-0.455458,0.141816,0.027352,0.076957,0.018118,0.114511,-0.486757,-0.420667
1863,1,-0.393554,0.133405,0.026697,0.080530,0.018298,0.101313,-0.424445,-0.358871
1863,2,-0.284778,0.118337,0.028814,0.076545,0.018125,0.083581,-0.315074,-0.250901
1863,3,-0.202982,0.139255,0.027525,0.067289,0.020621,0.116967,-0.237856,-0.159408
1863,4,-0.227453,0.113310,0.028266,0.072215,0.019624,0.080250,-0.259090,-0.190360
1863,5,-0.436785,0.108614,0.026268,0.065806,0.018592,0.080194,-0.466524,-0.401343
1863,6,-0.387016,0.117319,0.025288,0.062930,0.019591,0.093703,-0.419359,-0.350178
1863,7,-0.313378,0.124599,0.027412,0.067128,0.018021,0.099712,-0.343967,-0.278545
1863,8,-0.303651,0.115687,0.026232,0.058940,0.019102,0.094109,-0.336104,-0.266954
1863,9,-0.399026,0.120248,0.027079,0.063778,0.019871,0.096249,-0.432483,-0.361392
1863,10,-0.244019,0.140308,0.027887,0.054450,0.020802,0.124543,-0.278851,-0.205024
1863,11,-0.345103,0.145165,0.031128,0.060052,0.022027,0.126541,-0.380994,-0.301954
1863,12,-0.260098,0.134450,0.028049,0.060126,0.018720,0.115432,-0.291736,-0.221025
1864,1,-0.624064,0.124798,0.027662,0.058520,0.017361,0.105277,-0.652867,-0.591153
1864,2,-0.565656,0.109916,0.028420,0.063337,0.017682,0.083364,-0.594209,-0.530785
1864,3,-0.515139,0.120210,0.026893,0.051763,0.018071,0.103544,-0.544881,-0.480268
1864,4,-0.432371,0.112979,0.028126,0.055565,0.019120,0.092305,-0.464752,-0.393204
1864,5,-0.208740,0.115463,0.027957,0.065231,0.018128,0.089255,-0.239153,-0.174027
1864,6,-0.284670,0.104557,0.025555,0.055008,0.017825,0.083279,-0.314683,-0.249086
1864,7,-0.195695,0.105882,0.025268,0.062558,0.017675,0.079666,-0.225441,-0.158052
1864,8,-0.344680,0.116787,0.026187,0.068390,0.018794,0.089011,-0.375563,-0.307537
1864,9,-0.472064,0.124638,0.027966,0.061144,0.020415,0.102943,-0.503592,-0.428490
1864,10,-0.382796,0.131980,0.028480,0.057051,0.018637,0.114041,-0.414582,-0.343354
1864,11,-0.077134,0.121183,0.026085,0.064587,0.018636,0.097397,-0.108085,-0.037055
1864,12,-0.179214,0.144772,0.027000,0.061181,0.018580,0.127049,-0.210825,-0.140328
1865,1,-0.123119,0.112174,0.026190,0.065789,0.017432,0.085236,-0.151785,-0.089312
1865,2,-0.079315,0.134087,0.029321,0.058279,0.017011,0.115904,-0.108215,-0.044916
1865,3,-0.089075,0.129754,0.032457,0.054826,0.017301,0.111703,-0.118389,-0.054660
1865,4,-0.100146,0.110163,0.030650,0.054965,0.018435,0.088518,-0.131657,-0.064260
1865,5,-0.315494,0.118692,0.028424,0.051400,0.017723,0.101606,-0.344929,-0.281039
1865,6,-0.231261,0.121974,0.026884,0.056731,0.017183,0.103156,-0.260768,-0.197703
1865,7,-0.211120,0.115749,0.032033,0.057719,0.017732,0.093411,-0.241390,-0.176779
1865,8,-0.199799,0.115019,0.028999,0.052343,0.017439,0.096667,-0.229904,-0.163065
1865,9,-0.254883,0.123299,0.031063,0.059701,0.019476,0.101460,-0.286263,-0.214314
1865,10,-0.223695,0.162942,0.030632,0.054881,0.019620,0.149046,-0.255232,-0.182859
1865,11,-0.363601,0.146329,0.030882,0.050244,0.017260,0.132801,-0.392771,-0.325794
1865,12,-0.225018,0.133206,0.026859,0.065243,0.016018,0.111844,-0.252073,-0.191422
1866,1,-0.233051,0.106215,0.028679,0.050346,0.017035,0.087374,-0.262210,-0.199855
1866,2,-0.019892,0.120984,0.030645,0.057993,0.019281,0.099815,-0.053067,0.021030
1866,3,-0.406593,0.125791,0.031690,0.066802,0.018487,0.100074,-0.439227,-0.369481
1866,4,-0.304577,0.111846,0.029003,0.055235,0.017611,0.091144,-0.335697,-0.268923
1866,5,-0.361350,0.115668,0.029947,0.054510,0.017583,0.095926,-0.392198,-0.327765
1866,6,0.021400,0.121608,0.029324,0.058410,0.017584,0.101034,-0.009525,0.057319
1866,7,-0.053933,0.120038,0.028761,0.060286,0.016869,0.098300,-0.083643,-0.018773
1866,8,-0.177728,0.117868,0.027857,0.055588,0.017978,0.098507,-0.208619,-0.138335
1866,9,-0.331955,0.122030,0.027514,0.064489,0.019959,0.097863,-0.364706,-0.289691
1866,10,-0.083867,0.138217,0.030517,0.080751,0.020297,0.106018,-0.117109,-0.040800
1866,11,-0.072035,0.137114,0.028803,0.067351,0.017925,0.114513,-0.102297,-0.033086
1866,12,-0.321207,0.139111,0.033359,0.069478,0.017402,0.114494,-0.350633,-0.285175
1867,1,-0.148030,0.122794,0.031654,0.066126,0.017141,0.097005,-0.176631,-0.114220
1867,2,-0.246566,0.127710,0.031965,0.057334,0.016176,0.108348,-0.273552,-0.211813
1867,3,-0.047313,0.125878,0.027236,0.060139,0.015636,0.106030,-0.073474,-0.013853
1867,4,-0.093933,0.110788,0.029347,0.049543,0.016971,0.093114,-0.123254,-0.058927
1867,5,-0.171962,0.120813,0.030076,0.051229,0.015840,0.103999,-0.198879,-0.138440
1867,6,-0.283293,0.119489,0.032030,0.050023,0.016330,0.102386,-0.311418,-0.249526
1867,7,-0.182722,0.117924,0.030001,0.050067,0.016718,0.101093,-0.210099,-0.146813
1867,8,-0.278355,0.116710,0.030665,0.056256,0.017162,0.096029,-0.306380,-0.244357
1867,9,-0.091399,0.124828,0.030885,0.053393,0.018388,0.106955,-0.120175,-0.051032
1867,10,-0.144515,0.141833,0.026605,0.056613,0.018340,0.125966,-0.173475,-0.104986
1867,11,-0.192651,0.144467,0.031966,0.089189,0.016661,0.107780,-0.219732,-0.159365
1867,12,-0.446090,0.127306,0.026192,0.048608,0.016510,0.113514,-0.473214,-0.411777
1868,1,-0.368452,0.150606,0.030651,0.108731,0.014248,0.098576,-0.392067,-0.339310
1868,2,-0.220851,0.123069,0.032074,0.074632,0.015150,0.091201,-0.245909,-0.190331
1868,3,0.003176,0.141141,0.030085,0.089244,0.016046,0.103893,-0.024747,0.037255
1868,4,-0.146597,0.111824,0.029836,0.062776,0.016460,0.086038,-0.176363,-0.112613
1868,5,-0.251473,0.123533,0.025700,0.083435,0.016595,0.085809,-0.280150,-0.217271
1868,6,-0.449137,0.128772,0.029327,0.069827,0.016305,0.102862,-0.479232,-0.412782
1868,7,-0.110969,0.124535,0.028188,0.090253,0.016809,0.079286,-0.140797,-0.076177
1868,8,-0.182157,0.120734,0.027815,0.078752,0.017075,0.085496,-0.212605,-0.145629
1868,9,-0.145807,0.117575,0.026026,0.086748,0.017470,0.072912,-0.173882,-0.106527
1868,10,-0.267647,0.127992,0.027271,0.082622,0.017667,0.092194,-0.295941,-0.228188
1868,11,-0.153466,0.130171,0.027543,0.086610,0.015300,0.091927,-0.179606,-0.122730
1868,12,-0.158795,0.131295,0.028774,0.080510,0.015174,0.098480,-0.185870,-0.125779
1869,1,-0.320079,0.127654,0.029228,0.063946,0.014240,0.105591,-0.346412,-0.289335
1869,2,-0.123451,0.117335,0.032168,0.076697,0.016645,0.081075,-0.155299,-0.086453
1869,3,-0.372781,0.124317,0.026877,0.068707,0.015941,0.098780,-0.402371,-0.339123
1869,4,-0.128223,0.106823,0.027835,0.065335,0.016103,0.078155,-0.159548,-0.093144
1869,5,-0.257161,0.111073,0.030334,0.067648,0.015499,0.081244,-0.287055,-0.222233
1869,6,-0.382790,0.110758,0.027765,0.070222,0.014738,0.079676,-0.410313,-0.351772
1869,7,-0.328294,0.102014,0.028166,0.059249,0.015173,0.076634,-0.356935,-0.295943
1869,8,-0.199815,0.113403,0.024745,0.068087,0.016611,0.085652,-0.230848,-0.165953
1869,9,-0.277401,0.094711,0.027528,0.073159,0.017552,0.050518,-0.308852,-0.239564
1869,10,-0.293640,0.105254,0.028758,0.060501,0.016717,0.079445,-0.323715,-0.258192
1869,11,-0.257207,0.117430,0.028246,0.066907,0.017493,0.090606,-0.288329,-0.219584
1869,12,-0.331320,0.113979,0.025904,0.063991,0.016642,0.089154,-0.361725,-0.296972
1870,1,-0.184889,0.095342,0.025829,0.051852,0.013945,0.074431,-0.210348,-0.157091
1870,2,-0.199729,0.086752,0.026062,0.048448,0.014727,0.065441,-0.227252,-0.170381
1870,3,-0.213747,0.101580,0.026640,0.064222,0.015074,0.072506,-0.241694,-0.181146
1870,4,-0.100129,0.101702,0.028592,0.064399,0.016584,0.071440,-0.130336,-0.066707
1870,5,-0.279881,0.096301,0.027589,0.054039,0.015060,0.073252,-0.307902,-0.245326
1870,6,-0.302038,0.090331,0.028474,0.050491,0.014666,0.067709,-0.329120,-0.271232
1870,7,-0.103162,0.092109,0.027556,0.059782,0.013287,0.063042,-0.128125,-0.073662
1870,8,-0.147500,0.097858,0.026188,0.053810,0.014565,0.076045,-0.174204,-0.116959
1870,9,-0.288792,0.091908,0.028433,0.061530,0.016644,0.059796,-0.317472,-0.251721
1870,10,-0.320737,0.127563,0.029517,0.059669,0.021445,0.106682,-0.352208,-0.267449
1870,11,-0.215320,0.102893,0.029788,0.056542,0.018744,0.078431,-0.247686,-0.173610
1870,12,-0.211846,0.116485,0.028007,0.067729,0.017104,0.088908,-0.242581,-0.174743
1871,1,-0.207831,0.104806,0.030853,0.062625,0.014369,0.076838,-0.235989,-0.181092
1871,2,-0.207785,0.115820,0.033326,0.073506,0.014536,0.081788,-0.235831,-0.178323
1871,3,-0.059006,0.112923,0.028990,0.065753,0.015206,0.085771,-0.088533,-0.029410
1871,4,-0.145163,0.095262,0.028197,0.068671,0.014091,0.058012,-0.172377,-0.118459
1871,5,-0.179577,0.098088,0.028303,0.068826,0.013821,0.062387,-0.205643,-0.148757
1871,6,-0.196317,0.102984,0.027533,0.075302,0.013295,0.063250,-0.222282,-0.168164
1871,7,-0.052684,0.094288,0.029191,0.054109,0.014050,0.070092,-0.078515,-0.024946
1871,8,-0.325948,0.091196,0.026007,0.062729,0.014042,0.059231,-0.351843,-0.296925
1871,9,-0.374120,0.098654,0.029820,0.062379,0.017705,0.068108,-0.403595,-0.332356
1871,10,-0.461477,0.125668,0.029972,0.055960,0.018337,0.106894,-0.492353,-0.418259
1871,11,-0.165185,0.119859,0.029196,0.067811,0.015128,0.093202,-0.192565,-0.131549
1871,12,-0.259642,0.114643,0.026690,0.059288,0.014179,0.093352,-0.286694,-0.231277
1872,1,-0.312916,0.095186,0.027816,0.063126,0.012334,0.064418,-0.336237,-0.289038
1872,2,-0.303241,0.116133,0.032009,0.067549,0.014064,0.087759,-0.328921,-0.276184
1872,3,-0.406185,0.117277,0.030493,0.066186,0.013732,0.090857,-0.433256,-0.378658
1872,4,-0.269350,0.095043,0.027444,0.064749,0.013885,0.062409,-0.296931,-0.241608
1872,5,-0.156481,0.095785,0.025704,0.060699,0.014743,0.067915,-0.184084,-0.124167
1872,6,-0.266393,0.087570,0.024771,0.053881,0.014018,0.062890,-0.293434,-0.236295
1872,7,-0.132239,0.088741,0.026442,0.053569,0.014044,0.064101,-0.156968,-0.102219
1872,8,-0.062954,0.096253,0.026674,0.061304,0.017895,0.066893,-0.089183,-0.018913
1872,9,-0.163359,0.095208,0.025876,0.067209,0.016559,0.060031,-0.190624,-0.125506
1872,10,-0.289849,0.101718,0.026947,0.057019,0.018191,0.077707,-0.319103,-0.247366
1872,11,-0.149816,0.111115,0.026679,0.054952,0.017664,0.091121,-0.179913,-0.111253
1872,12,-0.280764,0.102959,0.025803,0.055687,0.016620,0.080978,-0.308585,-0.243073
1873,1,-0.062810,0.089306,0.026380,0.058496,0.013791,0.060561,-0.089550,-0.038428
1873,2,-0.292634,0.099551,0.029866,0.064351,0.013488,0.068523,-0.318277,-0.266547
1873,3,-0.200558,0.097256,0.028453,0.064080,0.013812,0.065970,-0.227226,-0.173632
1873,4,-0.284176,0.093818,0.027729,0.064613,0.014376,0.060427,-0.312092,-0.257816
1873,5,-0.299682,0.097037,0.026601,0.060550,0.014024,0.069610,-0.327018,-0.275337
1873,6,-0.411482,0.091705,0.028486,0.059288,0.012735,0.062618,-0.435612,-0.385759
1873,7,-0.194798,0.094559,0.027038,0.065584,0.014765,0.060754,-0.223272,-0.166767
1873,8,-0.224188,0.086147,0.024397,0.062473,0.013292,0.052407,-0.249984,-0.200162
1873,9,-0.342610,0.105731,0.024202,0.061374,0.017716,0.080701,-0.371228,-0.300124
1873,10,-0.391019,0.108626,0.027603,0.066140,0.017983,0.079623,-0.420369,-0.348320
1873,11,-0.325113,0.086950,0.026666,0.058302,0.015016,0.056785,-0.353189,-0.294795
